番号,地点名,1953,rm,1954,rm,1955,rm,1956,rm,1957,rm,1958,rm,1959,rm,1960,rm,1961,rm,1962,rm,1963,rm,1964,rm,1965,rm,1966,rm,1967,rm,1968,rm,1969,rm,1970,rm,1971,rm,1972,rm,1973,rm,1974,rm,1975,rm,1976,rm,1977,rm,1978,rm,1979,rm,1980,rm,1981,rm,1982,rm,1983,rm,1984,rm,1985,rm,1986,rm,1987,rm,1988,rm,1989,rm,1990,rm,1991,rm,1992,rm,1993,rm,1994,rm,1995,rm,1996,rm,1997,rm,1998,rm,1999,rm,2000,rm,2001,rm,2002,rm,2003,rm,2004,rm,2005,rm,2006,rm,2007,rm,2008,rm,2009,rm,2010,rm,2011,rm,2012,rm,2013,rm,2014,rm,2015,rm,2016,rm,2017,rm,2018,rm,2019,rm,2020,rm,2021,rm,2022,rm,2023,rm,2024,rm,2025,rm,2026,rm,2027,rm,2028,rm,2029,rm,2030,rm,2031,rm,2032,rm,平年値,rm,最早値,rm,最早年,最晩値,rm,最晩年
610,長野　　,511,8,502,8,504,8,503,8,507,8,506,8,426,8,505,8,503,8,504,8,430,8,429,8,514,8,502,8,502,8,505,8,505,8,508,8,509,8,501,8,430,8,508,8,502,8,507,8,502,8,507,8,502,8,505,8,508,8,504,8,429,8,512,8,501,8,507,9,503,9,504,9,426,9,429,9,428,9,504,8,507,9,429,8,503,9,503,8,429,8,422,8,426,8,504,8,428,8,416,8,428,8,422,8,429,8,502,8,427,8,425,8,420,8,503,8,505,8,501,8,428,8,501,8,428,8,423,8,501,8,419,8,428,8,430,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,8,416,8,2002,514,8,1965
612,高田　　,507,8,429,8,503,8,508,8,514,8,507,8,428,8,505,8,508,8,509,8,508,8,503,8,512,8,507,8,511,8,513,8,504,8,512,8,509,8,503,8,501,8,511,8,510,8,513,8,508,8,505,8,505,8,510,8,508,8,426,8,427,8,511,8,507,8,510,9,430,9,507,9,428,9,501,9,502,9,430,9,513,9,501,9,501,9,504,9,429,9,425,9,502,9,503,9,501,9,422,9,502,9,425,9,504,9,508,9,509,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,8,2002,514,8,1957
615,宇都宮　,508,8,428,8,501,8,502,8,501,8,502,8,430,8,502,8,501,8,503,8,506,8,501,8,510,8,503,8,502,8,503,8,429,8,505,8,506,8,427,8,424,8,428,8,425,8,506,8,503,8,503,8,426,8,511,8,502,8,427,8,427,8,506,8,429,8,501,9,425,8,429,9,420,8,423,9,423,9,424,9,430,9,425,9,430,9,508,8,423,9,421,9,423,9,504,9,426,9,413,9,426,9,419,9,428,9,501,9,503,9,429,9,422,9,502,9,502,9,430,9,417,9,422,9,426,9,427,9,427,9,416,9,425,9,422,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,8,413,8,2002,511,8,1980
616,福井　　,503,8,0,0,427,8,0,0,508,8,418,8,416,8,428,8,428,8,517,8,426,8,427,8,510,8,424,8,427,8,421,8,425,8,503,8,427,8,426,8,428,8,425,8,426,8,424,8,427,8,501,8,501,8,507,8,520,8,426,8,428,8,514,8,429,8,430,9,502,8,502,9,424,8,501,8,430,8,506,8,506,8,428,8,430,8,506,8,430,8,421,8,422,9,501,9,426,8,419,8,428,8,0,0,506,8,502,8,508,8,0,0,430,8,0,0,511,8,0,0,0,0,0,0,0,0,0,0,0,0,422,8,426,8,501,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,8,416,8,1959,520,8,1981
617,高山　　,512,8,510,8,508,8,517,8,508,8,507,8,504,8,506,8,505,8,507,8,504,8,425,8,514,8,505,8,507,8,508,8,505,8,509,8,513,8,509,8,503,8,506,8,507,8,501,8,426,8,505,8,426,8,505,8,509,8,430,8,501,8,509,8,430,8,505,9,503,9,516,9,509,9,509,8,504,8,504,8,509,8,503,8,509,8,514,8,504,8,424,8,509,8,506,8,503,8,424,8,505,8,426,8,503,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,8,2002,517,8,1956
618,松本　　,511,8,501,8,503,8,505,8,507,8,427,8,424,8,503,8,502,8,507,8,501,8,423,8,510,8,430,8,505,8,504,8,430,8,506,8,507,8,501,8,430,8,501,8,430,8,501,8,427,8,503,8,426,8,503,8,501,8,501,8,428,8,509,8,430,8,504,8,426,8,505,8,429,8,426,8,428,8,501,8,505,9,502,9,504,9,510,8,0,0,424,8,0,0,507,8,428,8,419,8,501,8,425,9,428,8,507,8,502,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,8,2002,511,8,1953
624,前橋　　,503,8,417,8,418,8,420,8,425,8,502,8,421,8,427,8,502,8,430,8,429,8,427,8,512,8,429,8,430,8,427,8,428,8,512,8,428,8,501,8,427,8,428,8,424,8,427,8,417,8,430,8,421,8,503,8,428,8,424,8,425,8,505,8,429,8,501,9,423,9,430,9,419,9,418,9,423,9,427,9,506,9,425,9,427,9,0,0,416,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,8,1997,512,8,1970
626,熊谷　　,427,8,416,8,425,8,424,8,426,8,427,8,424,8,428,8,422,8,429,8,427,8,425,8,502,8,428,8,430,8,427,8,426,8,430,8,425,8,0,0,0,0,426,8,425,8,0,0,417,8,422,8,418,8,427,8,422,8,417,8,423,8,430,8,420,8,424,9,419,9,423,9,416,9,416,9,422,9,420,9,421,9,417,9,424,9,426,9,418,9,416,9,426,9,502,9,420,9,415,9,422,9,419,9,426,9,427,9,423,9,0,0,416,9,421,9,425,9,427,9,412,9,415,9,422,9,419,9,420,9,409,9,418,8,422,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,8,409,8,2018,502,8,2000
629,水戸　　,505,8,428,8,505,8,501,8,505,8,505,8,428,8,0,0,508,8,503,8,503,8,507,8,513,8,505,8,425,8,426,8,427,8,508,8,503,8,427,8,428,8,503,8,504,8,506,8,503,8,503,8,430,8,505,8,506,8,503,8,430,8,509,8,504,8,508,9,503,9,430,8,425,8,423,8,503,9,428,8,505,8,427,8,0,0,507,8,426,8,424,8,426,8,429,8,423,8,420,9,429,9,418,9,430,9,505,8,503,8,502,8,425,8,504,8,503,8,0,0,425,8,425,8,428,8,425,8,501,8,422,8,426,8,507,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,8,418,8,2004,513,8,1965
631,敦賀　　,428,8,419,8,418,8,426,8,429,8,423,8,421,8,427,8,424,8,501,8,427,8,422,8,505,8,505,8,427,8,424,8,424,8,502,8,423,8,418,8,419,8,424,8,426,8,422,8,425,8,428,8,416,8,422,8,427,8,419,8,423,8,430,8,426,8,428,8,0,0,502,9,419,9,422,8,426,8,428,8,501,8,425,8,430,8,502,8,429,8,422,8,427,8,505,8,424,8,418,8,428,8,421,8,428,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,8,1979,505,8,2000
632,岐阜　　,425,8,423,8,420,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,8,417,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,8,426,8,415,8,418,8,415,8,424,8,416,8,421,8,419,8,413,8,418,8,427,8,418,8,421,9,422,9,424,9,410,9,413,9,419,9,415,9,420,9,419,9,420,9,421,9,0,0,416,9,419,9,422,9,411,9,413,9,419,9,419,9,418,9,417,9,411,9,408,9,412,9,416,9,422,9,421,9,412,9,413,9,415,9,411,9,418,9,403,9,411,9,415,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,8,403,8,2018,427,8,1984
636,名古屋　,0,0,416,8,418,8,423,8,508,8,425,8,425,8,426,8,425,8,504,8,0,0,0,0,0,0,0,0,0,0,426,8,423,8,501,8,418,8,420,8,0,0,0,0,417,8,420,8,421,8,423,8,416,8,425,8,424,8,416,8,420,8,429,8,420,8,421,8,425,8,424,8,419,8,419,8,421,8,420,8,419,8,417,8,424,8,425,8,416,8,415,8,420,8,424,8,413,8,408,8,416,8,413,8,419,8,418,8,413,8,411,8,412,8,417,8,418,8,423,8,410,8,413,8,412,8,412,8,422,8,405,8,420,8,509,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,8,405,8,2018,509,8,2020
637,飯田　　,425,8,420,8,430,8,425,8,430,8,427,8,425,8,428,8,427,8,430,8,428,8,422,8,429,8,426,8,429,8,425,8,426,8,506,8,424,8,425,8,424,8,428,8,428,8,428,8,426,8,504,8,427,8,425,8,429,8,427,8,425,8,502,8,424,8,426,9,422,9,502,9,423,9,424,9,423,9,423,9,426,9,425,9,427,9,501,9,423,9,416,9,427,9,501,9,420,9,413,9,427,9,428,8,0,0,507,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,8,2002,507,8,2006
638,甲府　　,419,8,416,8,424,8,421,8,423,8,421,8,418,8,420,8,413,8,428,8,423,8,412,8,0,0,0,0,0,0,0,0,0,0,424,8,0,0,425,8,425,8,0,0,0,0,0,0,0,0,422,8,415,8,502,8,424,8,425,8,426,8,503,8,422,8,426,9,418,9,421,9,414,9,412,9,417,9,414,9,423,9,420,8,424,8,425,8,415,8,415,8,417,8,422,8,417,8,407,8,421,8,416,8,421,8,417,8,416,8,422,8,413,8,0,0,422,8,425,8,409,8,417,8,416,8,416,8,421,8,408,8,418,8,421,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,8,407,8,2002,503,8,1984
648,銚子　　,0,0,0,0,430,8,423,8,0,0,0,0,415,8,421,8,502,8,502,8,503,8,0,0,505,8,420,8,426,8,425,8,425,8,429,8,421,8,420,8,405,8,502,8,427,8,501,8,426,8,501,8,424,8,506,8,503,8,424,8,504,8,506,8,429,8,501,9,425,9,426,9,418,9,415,9,424,9,421,9,427,9,425,9,421,9,429,9,418,9,422,9,421,9,422,9,416,9,407,9,424,9,419,9,425,9,422,9,424,9,422,9,415,9,426,9,422,9,425,9,409,9,417,9,420,9,424,9,421,9,414,9,419,9,415,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,8,405,8,1973,506,8,1984
651,津　　　,430,8,421,8,426,8,429,8,428,8,425,8,425,8,0,0,428,8,428,8,424,8,423,8,503,8,430,8,423,8,425,8,424,8,501,8,420,8,428,8,426,8,424,8,422,8,423,8,425,8,427,8,428,8,424,8,425,8,423,8,418,8,503,8,421,8,426,9,424,9,501,9,418,9,422,9,421,9,421,9,419,9,418,9,424,9,429,9,421,9,413,9,427,9,430,9,425,9,417,9,428,9,422,9,428,9,501,9,424,9,422,9,420,9,429,9,428,9,501,9,419,9,417,9,423,9,419,9,427,9,418,9,422,9,419,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,8,413,8,1998,503,8,1984
654,浜松　　,424,8,419,8,415,8,0,0,422,8,421,8,416,8,422,8,422,8,428,8,0,0,416,8,0,0,0,0,422,8,422,8,423,8,502,8,423,8,421,8,419,8,422,8,423,8,424,8,428,8,420,8,412,8,423,8,420,8,415,8,418,8,425,8,412,8,420,9,418,9,426,9,418,9,417,9,417,9,414,9,419,9,418,9,426,9,425,9,418,9,419,9,425,9,425,9,417,9,408,9,423,9,416,9,422,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,8,2002,502,8,1970
656,静岡　　,408,8,405,8,410,8,0,0,0,0,0,0,0,0,0,0,409,8,419,8,412,8,415,8,425,8,411,8,415,8,416,8,420,8,427,8,411,8,415,8,410,8,413,8,415,8,415,8,412,8,417,8,409,8,415,8,414,8,411,8,419,8,427,8,415,8,421,8,413,8,419,8,407,8,405,8,415,8,408,8,413,8,418,8,417,8,421,8,410,8,410,8,412,8,416,8,411,8,402,8,417,8,412,8,416,8,412,8,405,8,412,8,412,8,410,8,415,8,413,8,329,8,410,8,409,8,411,8,415,8,404,8,406,8,407,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,8,329,8,2013,427,8,1984
662,東京　　,0,0,0,0,420,8,0,0,0,0,0,0,0,0,0,0,428,8,0,0,0,0,0,0,0,0,422,8,0,0,424,8,423,8,501,8,423,8,421,8,420,8,424,8,424,8,426,8,417,8,426,8,421,8,501,8,424,8,421,8,425,8,502,8,426,8,426,9,421,9,423,9,416,9,412,9,422,9,423,9,423,9,417,8,423,8,428,8,421,8,422,8,421,8,422,8,424,8,407,8,420,8,413,8,423,8,424,8,413,8,420,8,419,8,421,8,426,8,0,0,416,8,423,8,422,8,420,8,419,9,406,9,418,9,407,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,8,406,8,2018,502,8,1984
663,尾鷲　　,418,8,410,8,414,8,0,0,420,8,422,8,408,8,420,8,418,8,0,0,420,8,404,8,425,8,415,8,413,8,420,8,421,8,430,8,0,0,0,0,412,8,415,8,418,8,420,8,411,8,421,8,416,8,420,8,418,8,410,8,424,8,426,8,424,8,423,9,421,9,424,9,414,9,414,9,419,8,419,8,416,8,418,8,420,8,422,8,418,8,413,8,419,8,420,8,417,8,410,8,418,8,415,8,421,8,424,8,413,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,8,1964,430,8,1970
670,横浜　　,0,0,0,0,0,0,0,0,0,0,514,8,426,8,505,8,0,0,503,8,502,8,0,0,512,8,0,0,501,8,426,8,427,8,0,0,507,8,505,8,505,8,0,0,430,8,505,8,0,0,0,0,0,0,511,8,0,0,504,8,423,8,508,8,430,8,0,0,425,8,502,8,429,8,427,8,508,8,429,8,505,8,503,8,503,8,0,0,429,8,428,8,0,0,0,0,422,8,417,8,502,8,421,8,429,8,430,8,430,8,429,8,0,0,0,0,426,8,428,8,418,8,418,8,421,8,418,8,424,8,410,8,422,8,414,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,8,410,8,2018,514,8,1958
672,館山　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,8,422,8,416,8,0,0,425,8,0,0,425,8,429,8,428,8,510,8,430,8,421,8,507,8,501,8,430,9,421,9,426,9,420,9,425,9,423,9,427,9,424,9,426,9,424,9,501,9,424,9,422,9,428,9,429,9,419,9,413,9,425,9,421,9,428,9,421,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,8,1972,510,8,1981
675,大島　　,0,0,415,8,0,0,0,0,0,0,413,8,417,8,414,8,422,8,0,0,419,8,0,0,0,0,0,0,0,0,504,8,423,8,502,8,423,8,428,8,421,8,422,8,430,8,418,8,415,8,423,8,411,8,430,8,424,8,418,8,428,8,510,8,428,8,430,8,0,0,502,8,423,8,425,8,427,8,429,9,425,8,426,8,424,8,430,8,417,8,419,8,0,0,0,0,420,8,416,8,421,8,418,8,425,8,420,8,415,8,418,8,417,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,8,1979,510,8,1984
677,三宅島　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,8,420,8,420,8,426,8,422,8,415,8,420,8,421,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,8,1998,426,8,1996
678,八丈島　,0,0,410,8,415,8,422,8,417,8,420,8,413,8,415,8,417,8,412,8,416,8,0,0,426,8,418,8,417,8,416,8,415,8,418,8,409,8,411,8,411,8,411,8,414,8,413,8,410,8,418,8,404,8,418,8,414,8,413,8,413,8,424,8,413,8,417,9,416,9,420,9,404,9,402,9,409,9,420,9,420,9,410,9,410,9,409,9,407,9,405,9,402,9,407,9,414,9,406,9,407,9,411,9,419,9,408,9,410,9,413,9,416,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,8,1999,426,8,1965
740,西郷　　,511,8,424,8,428,8,503,8,505,8,425,8,418,8,502,8,506,8,504,8,428,8,507,8,514,8,505,8,501,8,430,8,504,8,506,8,429,8,428,8,501,8,508,8,501,8,501,8,428,8,424,8,426,8,508,8,426,8,425,8,426,8,510,8,502,8,428,9,427,9,504,9,430,9,429,9,430,9,428,9,426,9,503,9,506,9,505,9,504,9,427,9,506,9,509,9,430,9,422,9,503,9,420,9,426,9,504,9,430,9,429,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,8,1959,514,8,1965
741,松江　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,8,0,0,426,8,424,8,429,8,505,8,430,8,430,8,0,0,501,8,427,8,507,8,501,8,428,8,428,8,501,8,422,8,423,8,430,8,427,8,428,8,427,8,428,8,507,8,428,8,421,8,501,8,501,8,428,8,417,8,422,8,421,8,428,8,501,8,427,8,502,8,422,8,503,8,503,8,0,0,426,8,427,8,426,8,422,8,427,8,420,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,8,417,8,2002,507,8,1996
744,米子　　,0,0,423,8,428,8,425,8,423,8,421,8,418,8,420,8,423,8,424,8,420,8,416,8,430,8,418,8,419,8,419,8,422,8,428,8,422,8,419,8,415,8,421,8,425,8,420,8,418,8,423,8,415,8,422,8,422,8,418,8,418,8,429,8,420,8,420,8,421,8,426,8,413,8,411,8,419,8,419,8,419,8,419,8,418,8,425,8,412,8,411,8,417,8,414,8,412,8,408,8,416,8,409,8,419,8,417,8,410,8,415,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,8,2002,430,8,1965
746,鳥取　　,428,8,425,8,426,8,425,8,503,8,426,8,420,8,424,8,425,8,503,8,430,8,428,8,510,8,429,8,428,8,426,8,427,8,430,8,502,8,505,8,502,8,423,8,501,8,508,8,503,8,501,8,424,8,427,8,425,8,424,8,423,8,429,8,426,8,427,8,428,8,501,9,418,9,423,9,425,9,427,9,427,9,423,9,424,9,501,9,425,9,419,9,427,9,502,9,428,9,415,9,425,9,420,9,424,9,425,9,422,9,423,9,415,9,423,9,425,9,424,9,416,9,424,9,421,9,415,9,419,9,409,9,421,9,416,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,8,409,8,2018,510,8,1965
747,豊岡　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,8,0,0,502,8,502,8,426,8,505,8,503,8,425,8,427,8,429,8,430,8,428,8,429,8,501,8,426,8,427,8,501,8,429,8,0,0,425,8,427,8,428,8,428,8,502,8,420,8,421,8,427,8,427,8,427,8,426,8,501,8,502,8,428,8,421,8,426,8,502,8,419,8,416,8,425,8,419,8,424,8,429,8,429,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,8,2002,507,8,1965
750,舞鶴　　,0,0,0,0,424,8,428,8,502,8,0,0,420,8,425,8,421,8,424,8,418,8,423,8,510,8,424,8,428,8,510,8,501,8,507,8,502,8,425,8,427,8,426,8,505,8,429,8,424,8,427,8,430,8,429,8,426,8,425,8,427,8,503,8,427,8,428,8,425,8,430,8,420,8,419,8,429,8,425,8,427,8,425,8,426,8,501,8,426,8,419,8,425,8,429,8,421,8,418,8,427,8,418,8,425,8,429,8,425,8,425,8,421,8,428,8,501,8,427,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,8,2004,510,8,1968
755,浜田　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,9,427,9,426,9,503,9,428,9,416,9,420,9,425,9,423,9,412,9,421,9,421,9,426,9,423,9,418,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,8,2002,503,8,1996
759,京都　　,425,8,419,8,414,8,419,8,421,8,424,8,416,8,418,8,413,8,420,8,417,8,417,8,428,8,0,0,416,8,0,0,426,8,429,8,423,8,420,8,416,8,422,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,8,427,8,502,8,0,0,0,0,502,8,501,8,420,8,421,8,0,0,0,0,0,0,0,0,421,8,428,8,417,8,413,8,414,8,424,8,417,8,411,8,420,8,418,8,423,8,424,8,418,8,416,8,415,8,423,8,0,0,0,0,0,0,0,0,0,0,412,8,421,8,406,8,420,8,420,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,8,406,8,2018,502,8,1987
761,彦根　　,506,8,420,8,428,8,502,8,504,8,502,8,501,8,505,8,506,8,502,8,430,8,427,8,514,8,508,8,506,8,515,8,501,8,509,8,430,8,428,8,430,8,423,8,506,8,427,8,430,8,501,8,423,8,426,8,427,8,425,8,426,8,506,8,426,8,430,9,430,9,502,9,423,9,420,9,424,9,424,9,428,9,422,9,426,9,430,9,422,9,419,9,426,9,504,9,427,9,419,9,430,9,420,9,427,9,505,8,0,0,427,8,421,8,430,8,0,0,0,0,0,0,428,8,422,8,420,8,425,8,416,8,425,8,423,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,8,416,8,2018,515,8,1968
762,下関　　,0,0,415,8,412,8,421,8,425,8,421,8,416,8,418,8,0,0,420,8,426,8,419,8,0,0,0,0,0,0,0,0,0,0,426,8,422,8,422,8,420,8,422,8,426,8,421,8,421,8,420,8,423,8,423,8,0,0,420,8,427,8,504,8,428,8,430,8,423,8,428,8,418,8,423,8,428,8,0,0,428,9,427,8,429,8,506,8,424,8,413,9,423,9,421,9,419,9,410,9,423,9,416,9,421,9,423,9,419,9,422,9,416,8,424,8,427,8,426,8,425,8,425,8,421,8,420,8,424,8,416,8,430,8,420,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,8,410,8,2002,506,8,1996
765,広島　　,425,8,414,8,0,0,425,8,422,8,418,8,418,8,418,8,412,8,425,8,420,8,419,8,425,8,418,8,425,8,423,8,424,8,424,8,421,8,424,8,412,8,416,8,420,8,418,8,413,8,419,8,421,8,421,8,424,8,414,8,422,8,422,8,419,8,417,8,419,8,0,0,0,0,414,9,416,9,415,9,422,9,418,9,423,9,0,0,417,9,0,0,0,0,427,9,419,9,0,0,422,9,417,9,418,9,416,9,417,9,417,9,413,9,413,9,418,9,418,9,409,9,408,9,409,9,408,9,414,9,405,9,415,9,410,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,8,405,8,2018,427,8,2000
768,岡山　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,8,427,8,421,8,423,8,424,8,424,8,430,8,420,8,421,8,417,8,422,8,427,8,422,8,420,8,426,8,421,8,422,8,422,8,420,8,421,8,427,8,425,8,425,9,423,9,421,9,417,9,412,9,417,9,420,9,421,9,420,9,420,9,428,9,418,9,420,9,424,9,424,9,413,9,416,9,0,0,413,9,421,9,421,9,416,9,417,9,423,9,419,9,421,9,421,9,0,0,417,9,415,9,415,9,421,9,416,9,418,9,420,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,8,412,8,1990,430,8,1970
770,神戸　　,430,8,419,8,423,8,419,8,424,8,423,8,418,8,417,8,420,8,421,8,421,8,419,8,430,8,423,8,424,8,416,8,425,8,427,8,421,8,424,8,420,8,423,8,419,8,427,8,424,8,430,8,501,8,0,0,501,8,0,0,421,8,0,0,421,8,427,8,0,0,501,8,422,8,422,8,426,8,426,8,428,8,0,0,0,0,429,8,421,8,0,0,421,8,425,9,0,0,419,8,0,0,0,0,421,8,425,8,421,8,423,8,415,8,423,8,426,8,429,8,420,8,420,8,421,8,0,0,0,0,416,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,8,415,8,2009,501,8,1988
