9,あじさいの開花,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
番号,地点名,1953,rm,1954,rm,1955,rm,1956,rm,1957,rm,1958,rm,1959,rm,1960,rm,1961,rm,1962,rm,1963,rm,1964,rm,1965,rm,1966,rm,1967,rm,1968,rm,1969,rm,1970,rm,1971,rm,1972,rm,1973,rm,1974,rm,1975,rm,1976,rm,1977,rm,1978,rm,1979,rm,1980,rm,1981,rm,1982,rm,1983,rm,1984,rm,1985,rm,1986,rm,1987,rm,1988,rm,1989,rm,1990,rm,1991,rm,1992,rm,1993,rm,1994,rm,1995,rm,1996,rm,1997,rm,1998,rm,1999,rm,2000,rm,2001,rm,2002,rm,2003,rm,2004,rm,2005,rm,2006,rm,2007,rm,2008,rm,2009,rm,2010,rm,2011,rm,2012,rm,2013,rm,2014,rm,2015,rm,2016,rm,2017,rm,2018,rm,2019,rm,2020,rm,2021,rm,2022,rm,2023,rm,2024,rm,2025,rm,2026,rm,2027,rm,2028,rm,2029,rm,2030,rm,2031,rm,2032,rm,平年値,rm,最早値,rm,最早年,最晩値,rm,最晩年
604,新潟　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,8,614,8,624,8,618,8,615,8,623,8,618,8,0,0,623,8,614,8,618,8,620,8,618,8,615,8,619,8,620,8,615,8,618,8,701,8,621,8,629,8,619,8,704,8,630,8,620,8,625,8,701,8,701,8,627,8,628,8,630,8,620,8,616,8,626,8,626,8,619,8,618,8,620,8,622,8,623,8,629,8,623,8,619,8,622,8,629,8,625,8,624,8,623,9,624,9,618,9,617,9,623,9,622,9,620,9,621,9,622,9,621,9,615,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,8,614,8,1975,704,8,1988
605,金沢　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,8,618,8,619,8,620,8,617,8,622,8,623,8,627,8,615,8,617,8,625,8,620,8,625,8,619,8,627,8,618,8,618,8,617,8,618,8,618,8,613,8,619,8,621,8,613,8,605,8,614,8,619,8,608,8,607,8,613,8,614,8,615,8,619,8,614,8,613,8,617,8,621,8,619,8,614,8,616,8,615,8,613,8,610,8,616,8,613,8,617,8,612,8,611,8,614,8,609,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,8,605,8,1998,627,8,1988
607,富山　　,616,8,628,8,617,8,627,8,0,0,0,0,0,0,617,8,611,8,619,8,616,8,603,8,618,8,612,8,0,0,0,0,0,0,0,0,615,8,614,8,618,8,620,8,620,8,628,8,607,8,605,8,608,8,611,8,616,8,615,8,619,8,625,8,617,8,625,9,622,8,622,9,621,8,615,8,620,8,616,8,624,8,622,8,620,8,620,8,617,8,617,8,620,8,622,8,619,8,612,8,623,8,615,8,619,8,626,8,619,8,624,8,616,8,622,8,620,8,619,8,614,8,612,8,609,8,609,8,622,8,611,8,615,8,612,8,616,8,617,8,612,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,8,603,8,1964,628,8,1976
610,長野　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,8,704,8,714,8,713,8,711,8,712,8,705,8,701,8,710,8,713,8,710,8,706,8,710,8,703,8,628,8,702,8,702,8,626,8,624,8,625,8,622,8,0,0,627,8,630,8,626,8,624,8,701,8,630,8,629,8,625,8,630,8,628,8,623,8,629,8,627,8,625,8,619,8,628,8,713,8,623,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,8,619,8,2020,714,8,1986
612,高田　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,8,615,8,617,8,615,8,613,8,607,8,615,8,617,8,623,8,613,8,701,8,622,8,627,8,627,8,627,9,630,8,623,8,624,8,623,8,705,8,704,8,703,8,630,8,623,8,615,8,621,8,625,8,618,8,614,8,622,8,621,8,624,8,627,8,623,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,8,1979,705,8,1993
615,宇都宮　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,8,626,8,623,8,702,8,623,9,623,9,624,9,615,9,615,9,626,8,706,8,625,8,629,8,712,8,623,8,608,9,707,8,622,8,620,8,612,8,623,8,613,8,623,8,627,8,622,8,622,8,619,8,622,8,624,8,628,8,617,8,621,8,610,8,616,8,624,8,621,8,621,8,617,8,0,0,620,8,612,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,8,608,8,1998,712,8,1996
616,福井　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,8,618,8,625,8,618,8,623,8,619,8,624,8,619,8,615,8,617,8,622,8,621,8,615,8,624,8,618,8,614,8,605,8,614,8,619,8,613,8,610,8,613,8,610,8,616,8,619,8,618,8,616,8,616,8,621,8,617,8,615,8,617,8,616,8,611,8,613,8,617,8,614,8,610,8,615,8,614,8,613,8,607,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,8,605,8,1998,625,8,1984
617,高山　　,528,8,525,8,523,8,525,8,525,8,526,8,521,8,521,8,525,8,527,8,525,8,521,8,525,8,615,8,610,8,618,8,613,8,613,8,619,8,610,8,615,8,618,8,610,8,611,8,618,8,618,8,609,8,618,8,616,8,604,8,527,8,623,8,629,8,712,9,626,9,707,9,709,8,704,9,628,8,623,9,712,8,704,8,709,9,708,9,626,9,626,9,707,9,706,9,629,9,704,9,630,9,623,9,630,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,8,1964,712,8,1993
618,松本　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,8,706,8,710,8,715,8,713,8,0,0,803,8,0,0,630,8,716,8,716,8,717,8,717,8,0,0,706,8,629,8,707,8,704,8,629,8,627,8,701,8,628,8,706,8,703,8,705,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,8,2002,803,8,1989
624,前橋　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,8,614,8,614,8,602,8,617,8,627,8,624,8,623,8,622,8,627,8,626,8,612,8,617,8,622,8,622,8,623,8,623,8,0,0,612,8,608,8,621,8,619,8,612,8,611,8,616,8,609,8,615,8,619,8,615,8,620,8,614,8,616,8,616,8,618,8,617,8,612,8,605,8,0,0,0,0,0,0,0,0,0,0,0,0,620,8,606,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,8,602,8,1982,627,8,1988
626,熊谷　　,603,8,609,8,606,8,607,8,612,8,609,8,607,8,610,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,8,0,0,530,8,603,8,531,8,601,8,614,8,626,8,621,8,621,8,619,8,617,8,623,8,611,8,613,8,619,8,616,8,615,8,619,8,0,0,613,8,611,8,623,8,619,8,610,8,612,8,615,8,610,8,616,8,0,0,618,8,626,8,612,8,625,8,622,8,0,0,627,8,616,8,612,8,612,8,616,8,619,8,0,0,608,8,610,8,614,8,606,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,8,530,8,1979,627,8,2013
629,水戸　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,8,625,8,615,8,629,8,712,8,0,0,627,8,628,8,630,8,626,8,615,8,616,8,628,8,627,8,626,8,628,8,702,8,621,8,620,8,617,8,620,8,620,8,619,8,623,8,616,8,624,8,621,9,618,9,626,9,616,9,621,9,623,8,623,8,618,8,609,8,614,8,610,8,622,8,612,8,625,8,615,8,608,8,621,8,616,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,8,608,8,2021,712,8,1984
631,敦賀　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,8,626,8,619,8,618,8,618,8,622,8,616,8,615,8,614,8,626,8,621,8,615,8,625,8,623,8,617,8,612,8,616,8,624,8,617,8,611,8,615,8,607,8,616,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,8,2004,626,8,1992
632,岐阜　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,8,501,8,519,8,0,0,0,0,605,8,0,0,525,8,613,8,526,8,531,8,525,8,527,8,520,8,530,8,530,8,531,8,602,8,523,8,602,8,613,8,607,8,610,8,610,8,617,8,614,8,606,8,607,8,608,8,617,8,609,8,622,8,621,8,613,8,602,8,609,8,0,0,603,8,0,0,609,8,606,8,614,8,616,8,612,8,609,8,605,8,611,8,612,8,611,8,609,8,610,8,603,8,607,8,605,8,604,8,612,8,608,8,607,8,606,8,602,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,8,501,8,1965,622,8,1995
636,名古屋　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,8,605,8,619,8,612,8,619,8,616,8,615,8,605,8,603,8,610,8,608,8,614,8,605,8,609,8,613,8,608,8,528,8,607,8,612,8,604,8,602,8,609,8,604,8,0,0,0,0,0,0,611,8,614,8,616,8,620,8,616,8,615,8,617,8,611,8,613,8,616,8,622,8,613,8,615,8,611,8,0,0,606,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,8,528,8,1998,622,8,2018
637,飯田　　,615,8,701,8,624,8,624,8,623,8,618,8,620,8,620,8,618,8,625,8,623,8,614,8,627,8,624,8,620,8,618,8,624,8,620,8,626,8,620,8,618,8,621,8,619,8,622,8,620,8,621,8,622,8,621,8,626,8,618,8,623,8,622,8,626,8,705,8,630,8,625,8,619,8,622,8,623,8,627,8,704,8,628,8,703,8,0,0,0,0,615,8,623,8,630,8,627,8,619,9,623,9,616,8,624,8,630,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,8,1964,705,8,1986
638,甲府　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,8,619,8,615,8,620,8,615,9,630,8,624,9,614,9,617,9,616,9,622,9,627,8,627,8,0,0,0,0,616,9,624,9,627,9,626,9,610,9,613,9,609,9,705,8,708,8,624,8,625,8,616,8,621,8,707,8,626,8,618,8,707,8,622,8,614,8,629,8,614,8,617,8,615,8,609,8,624,8,609,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,8,609,8,2023,708,8,2006
648,銚子　　,0,0,610,8,527,8,607,8,0,0,0,0,529,8,603,8,527,8,618,8,0,0,530,8,527,8,617,8,608,8,618,8,618,8,615,8,617,8,611,8,605,8,614,8,615,8,611,8,610,8,614,8,609,8,614,8,625,8,610,8,617,8,623,8,609,8,626,9,606,9,618,9,611,9,531,9,611,9,612,9,612,9,614,9,612,9,618,9,608,9,602,9,601,9,612,9,608,9,611,9,613,9,616,9,628,9,625,9,616,9,620,9,611,9,618,9,617,9,625,9,618,9,613,9,616,9,613,9,610,8,528,8,617,9,615,9,607,9,616,9,602,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,8,527,8,1965,628,8,2005
651,津　　　,608,8,605,8,605,8,605,8,610,8,607,8,0,0,610,8,602,8,603,8,605,8,608,8,611,8,605,8,605,8,607,8,605,8,602,8,618,8,605,8,602,8,617,8,605,8,611,8,613,8,606,8,603,8,610,8,611,8,530,8,529,8,617,8,620,8,614,8,608,8,614,9,611,8,606,8,612,8,614,8,610,8,607,8,608,8,622,8,610,8,526,8,611,8,612,8,611,8,614,8,610,8,608,8,606,8,612,8,607,8,608,8,530,8,608,8,614,8,605,8,606,8,608,8,602,8,609,8,605,8,604,8,606,8,605,8,609,8,606,8,607,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,8,526,8,1998,622,8,1996
654,浜松　　,618,8,612,8,613,8,608,8,620,8,603,8,603,8,603,8,609,8,0,0,609,8,605,8,617,8,607,8,612,8,613,8,603,8,618,8,610,8,606,8,610,8,606,8,617,8,609,8,601,8,528,8,530,8,524,8,528,8,601,8,613,8,618,8,613,8,616,8,611,8,621,8,608,8,612,8,611,8,613,8,617,8,612,8,619,8,618,8,621,8,531,8,613,8,619,8,611,8,608,8,613,8,606,8,613,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,8,1980,621,8,1997
656,静岡　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,8,621,8,610,8,627,8,622,8,611,8,617,8,615,8,620,8,615,8,613,8,611,8,614,8,618,8,609,8,618,8,621,8,612,8,601,8,613,8,613,8,610,8,604,8,613,8,610,8,615,8,620,8,614,8,616,8,612,8,613,8,615,8,617,8,614,8,617,8,610,8,610,8,616,8,608,8,612,8,610,8,606,8,613,8,605,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,8,601,8,1998,627,8,1983
662,東京　　,0,0,613,8,0,0,610,8,610,8,607,8,609,8,0,0,0,0,0,0,0,0,0,0,0,0,607,8,604,8,604,8,603,8,606,8,605,8,528,8,529,8,603,8,602,8,603,8,531,8,602,8,526,8,608,8,605,8,526,8,606,8,615,8,608,8,612,9,604,9,606,9,606,9,609,9,612,9,614,9,616,9,605,8,612,8,610,8,610,8,604,8,608,8,608,8,529,8,531,8,603,8,602,8,608,8,603,8,606,8,606,8,602,8,610,8,610,8,605,8,511,8,531,8,526,8,526,8,607,9,530,9,611,9,608,9,608,9,610,9,604,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,8,511,8,2013,616,8,1993
663,尾鷲　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,8,626,8,625,8,0,0,629,8,601,8,614,8,614,9,611,8,613,8,614,8,620,8,612,8,619,8,619,8,611,8,528,8,608,8,614,8,607,8,612,8,611,8,606,8,615,8,613,8,615,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,8,1998,629,8,1986
670,横浜　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,8,606,8,605,8,610,8,625,8,617,8,619,8,609,8,617,8,608,8,606,8,609,8,611,8,616,8,613,8,618,8,618,8,612,8,614,8,609,8,616,8,608,8,604,8,609,8,608,8,614,8,614,8,608,8,611,8,609,8,615,8,621,8,617,8,614,8,616,8,613,8,613,8,607,8,603,8,614,8,608,8,602,8,607,8,607,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,8,602,8,2021,625,8,1984
672,館山　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,8,606,8,605,8,602,8,608,8,610,8,612,8,607,8,620,8,611,8,612,8,612,8,612,8,602,8,623,8,625,8,628,8,623,8,615,8,623,8,618,8,610,8,619,8,622,8,625,8,616,8,623,8,628,8,622,8,608,8,614,8,621,8,613,8,611,8,618,8,610,8,620,8,617,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,8,1982,628,8,1996
675,大島　　,530,8,518,8,502,8,607,8,601,8,0,0,530,8,523,8,602,8,610,8,613,8,601,8,614,8,527,8,605,8,610,8,607,8,611,8,613,8,614,8,608,8,605,8,614,8,607,8,605,8,613,8,607,8,608,8,605,8,613,8,614,8,624,8,611,8,618,8,606,8,621,8,612,8,608,8,610,8,615,9,620,8,610,8,619,8,621,8,612,8,0,0,0,0,0,0,617,8,620,8,616,8,603,8,616,8,613,8,606,8,609,8,602,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,8,1955,624,8,1984
677,三宅島　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,8,531,8,527,8,529,9,522,9,526,9,528,9,530,9,528,9,531,9,603,9,603,9,609,9,611,9,609,9,602,9,601,8,606,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,8,1983,611,8,1996
678,八丈島　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,8,605,8,529,8,608,8,606,8,608,8,527,8,529,8,606,8,604,8,607,8,605,8,611,8,609,8,615,8,529,8,602,8,607,8,605,8,527,8,602,8,531,8,523,9,605,9,518,9,613,9,613,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,8,2007,615,8,1997
740,西郷　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,8,703,8,630,8,630,8,626,9,627,8,622,8,623,8,621,8,621,8,625,8,622,8,630,8,701,8,630,8,624,8,621,8,623,8,625,8,612,8,622,8,616,8,622,8,628,8,624,8,623,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,8,2002,703,8,1984
741,松江　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,8,624,8,626,8,627,8,624,8,620,8,624,8,617,8,614,8,617,8,617,8,621,8,620,8,622,8,626,8,620,8,612,8,617,8,620,8,615,8,617,8,616,8,615,8,621,8,622,8,618,8,618,8,629,8,628,8,621,8,621,8,618,8,623,8,618,8,620,8,620,8,618,8,614,8,702,8,608,8,617,8,611,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,8,608,8,2021,702,8,2020
744,米子　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,8,614,8,616,8,614,8,625,8,629,8,629,8,618,8,612,8,619,8,619,8,619,8,622,8,625,8,624,8,625,8,624,8,619,8,607,8,622,8,621,8,615,8,614,8,622,8,614,8,623,8,620,8,623,8,627,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,8,1998,629,8,1986
746,鳥取　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,8,615,8,624,8,622,8,623,8,620,8,621,8,618,8,615,8,618,8,622,8,617,8,620,8,626,8,624,8,616,8,601,8,607,8,619,8,615,8,611,8,616,8,609,8,617,8,619,8,615,8,618,8,616,8,621,8,621,8,618,8,617,8,617,8,615,8,613,8,621,8,617,8,618,8,617,8,612,8,616,8,614,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,8,601,8,1998,626,8,1995
747,豊岡　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,8,701,8,626,8,610,8,626,8,624,8,625,8,625,8,624,8,621,8,619,8,622,8,624,8,622,8,626,8,629,8,628,8,627,8,614,8,616,8,627,8,617,8,608,8,620,8,617,8,620,8,625,8,620,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,8,2002,701,8,1981
750,舞鶴　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,8,630,8,622,8,626,9,625,8,627,8,623,8,623,8,623,8,625,8,621,8,618,8,624,8,628,8,630,8,615,8,617,8,625,8,622,8,612,8,618,8,619,8,620,8,622,8,622,8,619,8,620,8,621,8,620,8,620,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,8,2002,630,8,1997
755,浜田　　,0,0,0,0,0,0,613,8,610,8,609,8,606,8,614,8,616,8,621,8,618,8,606,8,612,8,611,8,605,8,615,8,608,8,609,8,611,8,612,8,607,8,609,8,618,8,610,8,611,8,610,8,616,8,604,8,604,8,531,8,630,8,623,8,624,8,621,8,610,9,613,9,617,8,612,8,617,8,617,8,701,8,626,8,628,8,701,8,618,8,617,8,628,8,622,8,616,8,611,8,616,8,615,8,620,8,624,8,616,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,8,1982,701,8,1996
759,京都　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,8,620,8,614,8,617,8,615,8,620,8,616,8,616,8,0,0,0,0,620,8,614,8,621,8,620,8,614,8,605,8,613,8,615,8,614,8,609,8,614,8,606,8,610,8,619,8,610,8,612,8,612,8,617,8,616,8,0,0,0,0,0,0,0,0,611,8,614,8,608,8,608,8,608,8,603,8,606,8,605,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,8,603,8,2021,621,8,1995
761,彦根　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,8,620,8,619,8,624,8,619,8,623,8,619,8,621,8,624,8,626,8,621,8,610,8,622,8,628,8,617,8,614,8,621,8,628,8,619,8,614,8,616,8,617,8,624,8,628,8,621,8,620,8,615,8,621,8,620,8,618,8,618,8,625,8,616,8,620,8,621,8,618,8,624,8,615,8,614,8,614,8,612,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,8,610,8,1994,628,8,2006
762,下関　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,8,612,8,610,8,618,9,617,9,618,8,613,9,613,9,613,9,614,9,618,9,608,9,629,8,624,8,609,8,610,9,604,9,612,9,614,8,624,8,611,8,602,8,615,9,615,9,606,8,611,8,615,8,615,8,615,8,612,8,608,8,609,8,614,8,613,8,610,8,606,8,610,8,610,8,607,8,609,8,609,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,8,602,8,2004,629,8,1995
